1,0.195254919484999*eps**11 + 0.314296928011558*eps**10 - 0.157569127410522*eps**9 + 0.0184764524271648*eps**8 + 0.156115970004862*eps**7 - 0.255729816172319*eps**6 + 0.201459425919472*eps**5 - 0.0038376866781698*eps**4 - 0.229279466888796*eps**3 + 0.348396501457726*eps**2 - 0.255102040816326*eps - 0.357142857142857,0.390509838969998*eps**11 + 0.0428290975681199*eps**10 + 0.157569127410522*eps**9 - 0.0184764524271647*eps**8 - 0.156115970004862*eps**7 + 0.255729816172319*eps**6 - 0.201459425919472*eps**5 + 0.0038376866781698*eps**4 + 0.229279466888796*eps**3 - 0.348396501457726*eps**2 + 0.255102040816326*eps - 0.642857142857143
-0.193453861515589*eps**11 - 0.33349472860791*eps**10 + 0.0745089038078238*eps**9 - 0.035465275751335*eps**8 - 0.0244740673798355*eps**7 + 0.0989545099147661*eps**6 - 0.176271875535837*eps**5 + 0.240190168467078*eps**4 - 0.272038966049382*eps**3 + 0.254050925925926*eps**2 - 0.173611111111111*eps - 0.416666666666667,1,-0.241817326894487*eps**11 - 0.247596281933747*eps**10 - 0.0745089038078237*eps**9 + 0.035465275751335*eps**8 + 0.0244740673798355*eps**7 - 0.0989545099147661*eps**6 + 0.176271875535837*eps**5 - 0.240190168467078*eps**4 + 0.272038966049383*eps**3 - 0.254050925925926*eps**2 + 0.173611111111111*eps - 0.583333333333333
0.0047625062361476*eps**11 - 0.216212768100377*eps**10 + 0.0674886654824149*eps**9 - 0.0637371906923363*eps**8 + 0.000285661080852151*eps**7 + 0.0780722163617611*eps**6 - 0.102446019649506*eps**5 + 0.0378789901733398*eps**4 + 0.0765533447265625*eps**3 - 0.146728515625*eps**2 + 0.09765625*eps - 0.5625,0.00297656639759225*eps**11 - 0.132751726944662*eps**10 - 0.0674886654824149*eps**9 + 0.0637371906923363*eps**8 - 0.000285661080852151*eps**7 - 0.0780722163617611*eps**6 + 0.102446019649506*eps**5 - 0.0378789901733398*eps**4 - 0.0765533447265625*eps**3 + 0.146728515625*eps**2 - 0.09765625*eps - 0.4375,1
